l_orderkey	l_quantity	l_extendedprice	c_custkey	c_acctbal	c_nationkey
773	31.00	28365.00	1993-09-26	0	BUILDING	14	24-711-995-3562	F	Customer#000131834
807	49.00	77643.44	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
999	15.00	17927.55	1993-09-05	0	FURNITURE	20	30-645-188-6117	F	Customer#000060163
1350	21.00	34370.28	1993-08-24	0	MACHINERY	12	22-911-955-9252	F	Customer#000050701
1732	50.00	65069.50	1993-11-29	0	MACHINERY	17	27-516-222-9134	F	Customer#000145841
1825	33.00	63288.72	1993-12-05	0	HOUSEHOLD	10	20-409-953-1382	F	Customer#000146462
1831	9.00	10450.08	1993-12-02	0	FURNITURE	15	25-993-447-4003	F	Customer#000070549
1831	23.00	26844.91	1993-12-02	0	FURNITURE	15	25-993-447-4003	F	Customer#000070549
1888	4.00	6274.00	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
1888	50.00	69966.50	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
2048	7.00	8612.03	1993-11-15	0	HOUSEHOLD	22	32-693-384-7910	F	Customer#000016763
2048	11.00	14171.19	1993-11-15	0	HOUSEHOLD	22	32-693-384-7910	F	Customer#000016763
2563	5.00	9254.15	1993-11-19	0	AUTOMOBILE	19	29-230-269-8335	F	Customer#000061123
2659	21.00	25100.25	1993-12-18	0	BUILDING	16	26-734-127-5547	F	Customer#000082054
2752	4.00	4020.20	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2759	10.00	19539.90	1993-11-25	0	MACHINERY	12	22-157-556-9694	F	Customer#000115717
2919	2.00	2648.64	1993-12-10	0	HOUSEHOLD	14	24-701-856-3835	F	Customer#000052543
2919	49.00	59936.80	1993-12-10	0	HOUSEHOLD	14	24-701-856-3835	F	Customer#000052543
2976	35.00	58966.95	1993-12-10	0	FURNITURE	11	21-292-545-2577	F	Customer#000028030
4289	19.00	32577.59	1993-10-07	0	FURNITURE	23	33-239-418-2650	F	Customer#000124451
4547	15.00	28286.85	1993-08-23	0	FURNITURE	10	20-705-425-6039	F	Customer#000108187
4580	10.00	18118.80	1993-11-15	0	BUILDING	11	21-317-964-5214	F	Customer#000080356
4580	41.00	76422.36	1993-11-15	0	BUILDING	11	21-317-964-5214	F	Customer#000080356
4580	39.00	73819.20	1993-11-15	0	BUILDING	11	21-317-964-5214	F	Customer#000080356
4768	5.00	8789.10	1993-11-22	0	MACHINERY	13	23-673-613-7471	F	Customer#000135067
4965	33.00	49713.18	1993-10-21	0	HOUSEHOLD	21	31-344-320-2588	F	Customer#000051751
5059	5.00	7537.65	1993-11-10	0	MACHINERY	24	34-232-162-3650	F	Customer#000041249
5093	15.00	20886.15	1993-09-03	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
5093	31.00	37732.89	1993-09-03	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
5	15.00	23678.55	1994-07-30	0	FURNITURE	20	30-452-969-2072	F	Customer#000044485
5	26.00	50723.92	1994-07-30	0	FURNITURE	20	30-452-969-2072	F	Customer#000044485
69	23.00	32717.50	1994-06-04	0	HOUSEHOLD	12	22-872-263-3878	F	Customer#000084487
224	12.00	17320.44	1994-06-18	0	FURNITURE	23	33-871-732-1709	F	Customer#000002476
900	24.00	26499.12	1994-10-01	0	HOUSEHOLD	11	21-431-929-4557	F	Customer#000045805
902	3.00	4558.50	1994-07-27	0	HOUSEHOLD	14	24-435-591-4701	F	Customer#000008515
902	8.00	9825.68	1994-07-27	0	HOUSEHOLD	14	24-435-591-4701	F	Customer#000008515
1030	17.00	23143.63	1994-06-15	0	BUILDING	23	33-186-914-6807	F	Customer#000133999
2788	16.00	20355.04	1994-09-22	0	BUILDING	12	22-961-577-5709	F	Customer#000123353
2816	33.00	40136.25	1994-09-20	0	HOUSEHOLD	17	27-937-127-3219	F	Customer#000056695
3175	38.00	54436.14	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3175	12.00	22341.96	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3175	14.00	27481.58	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3522	7.00	12934.67	1994-09-26	0	MACHINERY	19	29-675-289-5903	F	Customer#000025436
3649	25.00	40868.25	1994-07-06	0	AUTOMOBILE	23	33-370-759-3898	F	Customer#000038719
4065	8.00	11755.68	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4583	43.00	70027.22	1994-09-25	0	HOUSEHOLD	21	31-764-914-1761	F	Customer#000021559
4583	28.00	45038.28	1994-09-25	0	HOUSEHOLD	21	31-764-914-1761	F	Customer#000021559
4608	30.00	38676.30	1994-06-17	0	FURNITURE	23	33-991-429-4308	F	Customer#000079493
4608	36.00	53551.80	1994-06-17	0	FURNITURE	23	33-991-429-4308	F	Customer#000079493
4708	5.00	5100.20	1994-10-01	0	BUILDING	15	25-405-187-6858	F	Customer#000083182
4772	16.00	24808.00	1994-09-14	0	AUTOMOBILE	19	29-227-211-9853	F	Customer#000027658
4772	31.00	54118.25	1994-09-14	0	AUTOMOBILE	19	29-227-211-9853	F	Customer#000027658
4993	31.00	45117.09	1994-08-04	0	HOUSEHOLD	11	21-381-331-5923	F	Customer#000011044
481	42.00	78572.76	1992-10-08	0	BUILDING	16	26-867-182-6167	F	Customer#000030352
612	5.00	10219.75	1992-10-21	0	AUTOMOBILE	13	23-728-528-7248	F	Customer#000081430
612	28.00	52666.32	1992-10-21	0	AUTOMOBILE	13	23-728-528-7248	F	Customer#000081430
612	33.00	42609.60	1992-10-21	0	AUTOMOBILE	13	23-728-528-7248	F	Customer#000081430
1159	39.00	40600.17	1992-09-18	0	FURNITURE	22	32-446-801-5816	F	Customer#000068326
1159	7.00	10398.43	1992-09-18	0	FURNITURE	22	32-446-801-5816	F	Customer#000068326
1250	15.00	14040.45	1992-09-29	0	HOUSEHOLD	11	21-857-817-4327	F	Customer#000035818
1345	37.00	43373.62	1992-10-28	0	BUILDING	17	27-987-828-5391	F	Customer#000094207
1504	9.00	11026.26	1992-08-28	0	AUTOMOBILE	15	25-319-745-1408	F	Customer#000001762
1504	7.00	11842.39	1992-08-28	0	AUTOMOBILE	15	25-319-745-1408	F	Customer#000001762
1505	50.00	86235.00	1992-08-21	0	FURNITURE	24	34-571-821-1015	F	Customer#000035128
1956	16.00	31311.20	1992-09-20	0	MACHINERY	12	22-280-916-4491	F	Customer#000125753
2147	50.00	84838.00	1992-09-06	0	FURNITURE	18	28-724-847-1143	F	Customer#000098753
2147	34.00	48500.32	1992-09-06	0	FURNITURE	18	28-724-847-1143	F	Customer#000098753
2176	38.00	49521.98	1992-11-10	0	FURNITURE	11	21-395-204-8153	F	Customer#000103403
2176	14.00	15835.82	1992-11-10	0	FURNITURE	11	21-395-204-8153	F	Customer#000103403
2497	28.00	52858.68	1992-08-27	0	AUTOMOBILE	21	31-394-613-6187	F	Customer#000046906
2497	19.00	29803.21	1992-08-27	0	AUTOMOBILE	21	31-394-613-6187	F	Customer#000046906
2560	31.00	57657.21	1992-09-05	0	FURNITURE	17	27-501-743-2757	F	Customer#000130771
2562	25.00	38564.25	1992-08-01	0	MACHINERY	16	26-154-297-8675	F	Customer#000008153
2562	29.00	32684.74	1992-08-01	0	MACHINERY	16	26-154-297-8675	F	Customer#000008153
2566	18.00	28271.52	1992-10-10	0	HOUSEHOLD	13	23-651-292-4798	F	Customer#000085478
2566	3.00	4171.32	1992-10-10	0	HOUSEHOLD	13	23-651-292-4798	F	Customer#000085478
2885	43.00	54316.74	1992-09-19	0	BUILDING	10	20-331-281-6929	F	Customer#000006022
3232	22.00	24864.62	1992-10-09	0	FURNITURE	16	26-787-167-1093	F	Customer#000080896
3333	36.00	71960.40	1992-09-16	0	AUTOMOBILE	16	26-368-104-5768	F	Customer#000091147
3810	49.00	75531.05	1992-09-17	0	MACHINERY	13	23-800-760-9304	F	Customer#000099508
3810	18.00	32268.96	1992-09-17	0	MACHINERY	13	23-800-760-9304	F	Customer#000099508
4099	29.00	26390.00	1992-08-21	0	MACHINERY	13	23-612-248-6034	F	Customer#000016021
4099	36.00	34632.36	1992-08-21	0	MACHINERY	13	23-612-248-6034	F	Customer#000016021
4741	24.00	39854.40	1992-07-07	0	AUTOMOBILE	14	24-477-896-5125	F	Customer#000126835
4864	45.00	66574.80	1992-11-11	0	AUTOMOBILE	21	31-333-525-8622	F	Customer#000086291
4896	44.00	71657.52	1992-08-22	0	HOUSEHOLD	18	28-496-721-9468	F	Customer#000084907
4896	21.00	21378.63	1992-08-22	0	HOUSEHOLD	18	28-496-721-9468	F	Customer#000084907
4897	19.00	25751.65	1992-09-17	0	AUTOMOBILE	11	21-324-487-5472	F	Customer#000079906
5029	2.00	2856.86	1992-11-14	0	FURNITURE	24	34-311-258-8895	F	Customer#000010378
5062	18.00	21746.52	1992-10-08	0	HOUSEHOLD	11	21-258-578-7612	F	Customer#000059647
5089	46.00	73304.22	1992-07-29	0	MACHINERY	24	34-233-948-6007	F	Customer#000129434
5089	38.00	52038.34	1992-07-29	0	MACHINERY	24	34-233-948-6007	F	Customer#000129434
231	16.00	22629.60	1994-09-29	0	AUTOMOBILE	20	30-286-324-9120	F	Customer#000090818
231	31.00	53219.56	1994-09-29	0	AUTOMOBILE	20	30-286-324-9120	F	Customer#000090818
902	24.00	45619.92	1994-07-27	0	HOUSEHOLD	14	24-435-591-4701	F	Customer#000008515
1031	15.00	22448.25	1994-09-01	0	HOUSEHOLD	24	34-654-326-7655	F	Customer#000003590
1031	44.00	56460.36	1994-09-01	0	HOUSEHOLD	24	34-654-326-7655	F	Customer#000003590
1125	29.00	52803.78	1994-10-27	0	MACHINERY	22	32-360-434-6423	F	Customer#000024124
2528	13.00	18283.59	1994-11-20	0	FURNITURE	15	25-872-327-1297	F	Customer#000054986
2564	4.00	4924.88	1994-09-09	0	BUILDING	12	22-173-704-9660	F	Customer#000076079
2791	44.00	58621.20	1994-10-10	0	AUTOMOBILE	20	30-254-135-1403	F	Customer#000120686
2791	9.00	12684.87	1994-10-10	0	AUTOMOBILE	20	30-254-135-1403	F	Customer#000120686
3233	25.00	36013.25	1994-10-24	0	HOUSEHOLD	17	27-878-578-4203	F	Customer#000139657
3296	47.00	81342.43	1994-10-19	0	FURNITURE	17	27-154-574-5717	F	Customer#000146912
3365	37.00	53441.69	1994-11-09	0	BUILDING	10	20-377-241-4054	F	Customer#000081880
3522	46.00	80485.74	1994-09-26	0	MACHINERY	19	29-675-289-5903	F	Customer#000025436
3522	27.00	29514.78	1994-09-26	0	MACHINERY	19	29-675-289-5903	F	Customer#000025436
3522	18.00	36503.46	1994-09-26	0	MACHINERY	19	29-675-289-5903	F	Customer#000025436
4321	45.00	54191.25	1994-07-18	0	HOUSEHOLD	20	30-689-277-3905	F	Customer#000014986
4321	23.00	31815.67	1994-07-18	0	HOUSEHOLD	20	30-689-277-3905	F	Customer#000014986
4583	17.00	25184.48	1994-09-25	0	HOUSEHOLD	21	31-764-914-1761	F	Customer#000021559
4583	14.00	24173.80	1994-09-25	0	HOUSEHOLD	21	31-764-914-1761	F	Customer#000021559
4708	18.00	36070.38	1994-10-01	0	BUILDING	15	25-405-187-6858	F	Customer#000083182
4708	32.00	57626.24	1994-10-01	0	BUILDING	15	25-405-187-6858	F	Customer#000083182
4772	1.00	1816.83	1994-09-14	0	AUTOMOBILE	19	29-227-211-9853	F	Customer#000027658
388	40.00	58019.20	1992-12-16	0	BUILDING	12	22-618-123-4869	F	Customer#000044668
612	1.00	1724.73	1992-10-21	0	AUTOMOBILE	13	23-728-528-7248	F	Customer#000081430
614	14.00	27971.30	1992-12-01	0	BUILDING	18	28-658-668-6775	F	Customer#000133288
614	48.00	61307.52	1992-12-01	0	BUILDING	18	28-658-668-6775	F	Customer#000133288
929	7.00	11484.41	1992-10-02	0	MACHINERY	19	29-308-112-1396	F	Customer#000082661
1159	11.00	15712.73	1992-09-18	0	FURNITURE	22	32-446-801-5816	F	Customer#000068326
1185	8.00	15175.36	1992-08-24	0	AUTOMOBILE	16	26-866-759-3817	F	Customer#000073447
1187	29.00	53846.33	1992-11-20	0	MACHINERY	19	29-976-462-9572	F	Customer#000133642
1187	15.00	22221.75	1992-11-20	0	MACHINERY	19	29-976-462-9572	F	Customer#000133642
1345	49.00	59148.39	1992-10-28	0	BUILDING	17	27-987-828-5391	F	Customer#000094207
1345	31.00	50302.46	1992-10-28	0	BUILDING	17	27-987-828-5391	F	Customer#000094207
1505	4.00	7671.56	1992-08-21	0	FURNITURE	24	34-571-821-1015	F	Customer#000035128
1735	49.00	76072.99	1992-12-27	0	BUILDING	21	31-538-875-4766	F	Customer#000020543
1796	28.00	50340.64	1992-11-21	0	AUTOMOBILE	16	26-590-219-6232	F	Customer#000046240
1956	8.00	11410.80	1992-09-20	0	MACHINERY	12	22-280-916-4491	F	Customer#000125753
1956	11.00	13335.08	1992-09-20	0	MACHINERY	12	22-280-916-4491	F	Customer#000125753
2497	15.00	27958.20	1992-08-27	0	AUTOMOBILE	21	31-394-613-6187	F	Customer#000046906
2497	28.00	42323.96	1992-08-27	0	AUTOMOBILE	21	31-394-613-6187	F	Customer#000046906
2560	27.00	45029.52	1992-09-05	0	FURNITURE	17	27-501-743-2757	F	Customer#000130771
2566	19.00	24153.18	1992-10-10	0	HOUSEHOLD	13	23-651-292-4798	F	Customer#000085478
2566	42.00	65287.74	1992-10-10	0	HOUSEHOLD	13	23-651-292-4798	F	Customer#000085478
2566	9.00	10216.89	1992-10-10	0	HOUSEHOLD	13	23-651-292-4798	F	Customer#000085478
2885	45.00	72751.95	1992-09-19	0	BUILDING	10	20-331-281-6929	F	Customer#000006022
3074	39.00	52544.70	1992-11-01	0	AUTOMOBILE	10	20-177-211-7671	F	Customer#000065659
3232	3.00	3918.66	1992-10-09	0	FURNITURE	16	26-787-167-1093	F	Customer#000080896
3297	10.00	12952.60	1992-11-03	0	FURNITURE	23	33-928-797-3927	F	Customer#000138415
3333	27.00	53349.84	1992-09-16	0	AUTOMOBILE	16	26-368-104-5768	F	Customer#000091147
3776	14.00	17012.10	1992-11-20	0	MACHINERY	10	20-336-165-1821	F	Customer#000084334
3776	49.00	99763.51	1992-11-20	0	MACHINERY	10	20-336-165-1821	F	Customer#000084334
3810	11.00	12287.33	1992-09-17	0	MACHINERY	13	23-800-760-9304	F	Customer#000099508
4067	12.00	17958.00	1992-10-07	0	HOUSEHOLD	22	32-232-508-5373	F	Customer#000014386
4067	17.00	28180.39	1992-10-07	0	HOUSEHOLD	22	32-232-508-5373	F	Customer#000014386
4099	39.00	41499.90	1992-08-21	0	MACHINERY	13	23-612-248-6034	F	Customer#000016021
4578	7.00	11939.62	1992-09-13	0	FURNITURE	23	33-501-253-8136	F	Customer#000089203
4864	38.00	53902.24	1992-11-11	0	AUTOMOBILE	21	31-333-525-8622	F	Customer#000086291
4896	19.00	32428.44	1992-08-22	0	HOUSEHOLD	18	28-496-721-9468	F	Customer#000084907
4896	5.00	8343.70	1992-08-22	0	HOUSEHOLD	18	28-496-721-9468	F	Customer#000084907
4897	26.00	35292.40	1992-09-17	0	AUTOMOBILE	11	21-324-487-5472	F	Customer#000079906
4897	34.00	41247.78	1992-09-17	0	AUTOMOBILE	11	21-324-487-5472	F	Customer#000079906
5062	50.00	78125.00	1992-10-08	0	HOUSEHOLD	11	21-258-578-7612	F	Customer#000059647
5062	25.00	43140.75	1992-10-08	0	HOUSEHOLD	11	21-258-578-7612	F	Customer#000059647
3	27.00	39890.88	1993-10-14	0	MACHINERY	15	25-884-345-1592	F	Customer#000123314
70	8.00	8736.96	1993-12-18	0	MACHINERY	13	23-764-454-8786	F	Customer#000064340
70	1.00	1888.80	1993-12-18	0	MACHINERY	13	23-764-454-8786	F	Customer#000064340
70	19.00	30602.35	1993-12-18	0	MACHINERY	13	23-764-454-8786	F	Customer#000064340
229	20.00	31271.60	1993-12-29	0	AUTOMOBILE	19	29-650-314-5798	F	Customer#000111728
229	29.00	40553.31	1993-12-29	0	AUTOMOBILE	19	29-650-314-5798	F	Customer#000111728
230	6.00	12017.40	1993-10-27	0	MACHINERY	22	32-961-868-8009	F	Customer#000102535
230	1.00	1274.36	1993-10-27	0	MACHINERY	22	32-961-868-8009	F	Customer#000102535
256	22.00	26867.06	1993-10-19	0	BUILDING	10	20-451-953-4645	F	Customer#000124831
256	45.00	51304.95	1993-10-19	0	BUILDING	10	20-451-953-4645	F	Customer#000124831
290	2.00	3903.84	1994-01-01	0	HOUSEHOLD	17	27-394-666-4968	F	Customer#000117952
290	5.00	8949.40	1994-01-01	0	HOUSEHOLD	17	27-394-666-4968	F	Customer#000117952
353	29.00	46096.66	1993-12-31	0	MACHINERY	24	34-469-776-4539	F	Customer#000001777
353	12.00	16227.72	1993-12-31	0	MACHINERY	24	34-469-776-4539	F	Customer#000001777
353	39.00	66365.91	1993-12-31	0	MACHINERY	24	34-469-776-4539	F	Customer#000001777
711	20.00	34193.60	1993-09-23	0	HOUSEHOLD	15	25-237-551-4156	F	Customer#000063673
773	39.00	44151.12	1993-09-26	0	BUILDING	14	24-711-995-3562	F	Customer#000131834
773	28.00	27553.40	1993-09-26	0	BUILDING	14	24-711-995-3562	F	Customer#000131834
807	49.00	94563.63	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
807	48.00	62794.56	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
807	10.00	12052.20	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
807	30.00	43812.30	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
999	37.00	74552.41	1993-09-05	0	FURNITURE	20	30-645-188-6117	F	Customer#000060163
1028	2.00	3677.62	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1732	16.00	30446.88	1993-11-29	0	MACHINERY	17	27-516-222-9134	F	Customer#000145841
1761	33.00	32770.32	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1761	37.00	68446.30	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1761	49.00	72299.50	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1825	7.00	9004.59	1993-12-05	0	HOUSEHOLD	10	20-409-953-1382	F	Customer#000146462
1825	23.00	28594.06	1993-12-05	0	HOUSEHOLD	10	20-409-953-1382	F	Customer#000146462
1831	17.00	32740.47	1993-12-02	0	FURNITURE	15	25-993-447-4003	F	Customer#000070549
1861	7.00	7420.63	1994-01-03	0	MACHINERY	23	33-887-293-9567	F	Customer#000068447
1861	31.00	52444.56	1994-01-03	0	MACHINERY	23	33-887-293-9567	F	Customer#000068447
2048	5.00	6396.85	1993-11-15	0	HOUSEHOLD	22	32-693-384-7910	F	Customer#000016763
2048	12.00	18438.36	1993-11-15	0	HOUSEHOLD	22	32-693-384-7910	F	Customer#000016763
2304	42.00	66758.58	1994-01-07	0	FURNITURE	15	25-448-806-7143	F	Customer#000044923
2339	22.00	35937.88	1993-12-15	0	BUILDING	19	29-466-299-6336	F	Customer#000108352
2339	28.00	45883.60	1993-12-15	0	BUILDING	19	29-466-299-6336	F	Customer#000108352
2496	30.00	34776.90	1994-01-09	0	BUILDING	18	28-913-537-3909	F	Customer#000134117
2563	10.00	13173.50	1993-11-19	0	AUTOMOBILE	19	29-230-269-8335	F	Customer#000061123
2563	50.00	53003.50	1993-11-19	0	AUTOMOBILE	19	29-230-269-8335	F	Customer#000061123
2628	44.00	82405.84	1993-10-22	0	AUTOMOBILE	15	25-407-359-6562	F	Customer#000055228
2628	14.00	20025.88	1993-10-22	0	AUTOMOBILE	15	25-407-359-6562	F	Customer#000055228
2628	50.00	99299.50	1993-10-22	0	AUTOMOBILE	15	25-407-359-6562	F	Customer#000055228
2752	29.00	49787.49	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2752	40.00	43046.00	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2752	21.00	29743.14	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2759	11.00	18234.04	1993-11-25	0	MACHINERY	12	22-157-556-9694	F	Customer#000115717
2759	31.00	52692.87	1993-11-25	0	MACHINERY	12	22-157-556-9694	F	Customer#000115717
2976	32.00	45744.64	1993-12-10	0	FURNITURE	11	21-292-545-2577	F	Customer#000028030
3586	33.00	56288.76	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
4034	47.00	79276.31	1993-11-14	0	FURNITURE	20	30-807-595-6768	F	Customer#000092326
4455	20.00	34014.60	1993-10-11	0	AUTOMOBILE	19	29-567-216-1926	F	Customer#000017071
4455	47.00	77060.26	1993-10-11	0	AUTOMOBILE	19	29-567-216-1926	F	Customer#000017071
4580	22.00	23123.32	1993-11-15	0	BUILDING	11	21-317-964-5214	F	Customer#000080356
4580	5.00	9243.85	1993-11-15	0	BUILDING	11	21-317-964-5214	F	Customer#000080356
4612	17.00	28895.75	1993-09-20	0	HOUSEHOLD	10	20-893-572-3678	F	Customer#000060367
4928	20.00	37597.60	1993-10-04	0	HOUSEHOLD	10	20-588-868-3463	F	Customer#000002080
4965	28.00	30017.12	1993-10-21	0	HOUSEHOLD	21	31-344-320-2588	F	Customer#000051751
5059	45.00	57658.50	1993-11-10	0	MACHINERY	24	34-232-162-3650	F	Customer#000041249
3	45.00	54058.05	1993-10-14	0	MACHINERY	15	25-884-345-1592	F	Customer#000123314
66	31.00	35126.41	1994-01-20	0	HOUSEHOLD	21	31-183-304-1136	F	Customer#000129200
66	41.00	64061.68	1994-01-20	0	HOUSEHOLD	21	31-183-304-1136	F	Customer#000129200
70	37.00	39520.81	1993-12-18	0	MACHINERY	13	23-764-454-8786	F	Customer#000064340
229	28.00	42126.56	1993-12-29	0	AUTOMOBILE	19	29-650-314-5798	F	Customer#000111728
230	46.00	89647.56	1993-10-27	0	MACHINERY	22	32-961-868-8009	F	Customer#000102535
230	44.00	47219.04	1993-10-27	0	MACHINERY	22	32-961-868-8009	F	Customer#000102535
807	19.00	19933.66	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
833	9.00	11116.53	1994-02-13	0	AUTOMOBILE	11	21-944-903-2838	F	Customer#000055240
1028	39.00	73626.93	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1028	8.00	12444.40	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1028	39.00	40408.29	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1732	41.00	80191.49	1993-11-29	0	MACHINERY	17	27-516-222-9134	F	Customer#000145841
1732	9.00	11774.25	1993-11-29	0	MACHINERY	17	27-516-222-9134	F	Customer#000145841
1732	25.00	49197.25	1993-11-29	0	MACHINERY	17	27-516-222-9134	F	Customer#000145841
1761	37.00	40260.81	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1825	43.00	47086.72	1993-12-05	0	HOUSEHOLD	10	20-409-953-1382	F	Customer#000146462
1861	38.00	42677.80	1994-01-03	0	MACHINERY	23	33-887-293-9567	F	Customer#000068447
1888	27.00	44297.28	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
1888	49.00	78528.38	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
1888	9.00	13108.77	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
1888	48.00	71449.44	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
2085	45.00	51128.55	1993-11-21	0	AUTOMOBILE	12	22-584-509-4302	F	Customer#000048739
2304	48.00	53000.64	1994-01-07	0	FURNITURE	15	25-448-806-7143	F	Customer#000044923
2563	39.00	57503.55	1993-11-19	0	AUTOMOBILE	19	29-230-269-8335	F	Customer#000061123
2563	42.00	80009.58	1993-11-19	0	AUTOMOBILE	19	29-230-269-8335	F	Customer#000061123
2659	2.00	2226.18	1993-12-18	0	BUILDING	16	26-734-127-5547	F	Customer#000082054
2659	9.00	9604.44	1993-12-18	0	BUILDING	16	26-734-127-5547	F	Customer#000082054
2752	38.00	76642.58	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2919	44.00	62013.60	1993-12-10	0	HOUSEHOLD	14	24-701-856-3835	F	Customer#000052543
2976	22.00	23123.54	1993-12-10	0	FURNITURE	11	21-292-545-2577	F	Customer#000028030
2976	13.00	16825.38	1993-12-10	0	FURNITURE	11	21-292-545-2577	F	Customer#000028030
3073	10.00	10360.50	1994-01-08	0	FURNITURE	19	29-162-537-3754	F	Customer#000135226
3586	2.00	3585.38	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
3586	33.00	56815.77	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
3616	28.00	56615.44	1994-02-16	0	AUTOMOBILE	17	27-822-762-3911	F	Customer#000127219
4034	46.00	73906.82	1993-11-14	0	FURNITURE	20	30-807-595-6768	F	Customer#000092326
4034	5.00	6161.40	1993-11-14	0	FURNITURE	20	30-807-595-6768	F	Customer#000092326
4101	22.00	30588.14	1993-11-22	0	AUTOMOBILE	16	26-813-144-4962	F	Customer#000141676
4291	43.00	82296.84	1993-11-29	0	FURNITURE	18	28-182-871-5100	F	Customer#000088019
4291	25.00	47099.25	1993-11-29	0	FURNITURE	18	28-182-871-5100	F	Customer#000088019
4454	22.00	23826.66	1994-02-02	0	BUILDING	10	20-951-686-8766	F	Customer#000140854
4454	1.00	1225.32	1994-02-02	0	BUILDING	10	20-951-686-8766	F	Customer#000140854
4965	25.00	22825.00	1993-10-21	0	HOUSEHOLD	21	31-344-320-2588	F	Customer#000051751
132	23.00	23231.84	1993-06-11	0	FURNITURE	13	23-402-417-4741	F	Customer#000026395
226	48.00	92156.64	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
321	41.00	60410.63	1993-03-21	0	BUILDING	14	24-477-924-9522	F	Customer#000122591
480	22.00	24203.08	1993-05-08	0	BUILDING	12	22-202-608-9895	F	Customer#000071383
678	20.00	31650.60	1993-02-27	0	BUILDING	19	29-328-467-6835	F	Customer#000130645
738	34.00	44206.80	1993-03-02	0	MACHINERY	14	24-649-577-4671	F	Customer#000020752
738	4.00	4412.04	1993-03-02	0	MACHINERY	14	24-649-577-4671	F	Customer#000020752
738	12.00	21921.36	1993-03-02	0	MACHINERY	14	24-649-577-4671	F	Customer#000020752
738	30.00	57354.90	1993-03-02	0	MACHINERY	14	24-649-577-4671	F	Customer#000020752
1058	44.00	54482.56	1993-04-26	0	HOUSEHOLD	16	26-138-760-6440	F	Customer#000052951
1060	16.00	29196.96	1993-02-21	0	AUTOMOBILE	18	28-358-726-8214	F	Customer#000139636
1060	1.00	1804.85	1993-02-21	0	AUTOMOBILE	18	28-358-726-8214	F	Customer#000139636
1286	49.00	53410.49	1993-05-14	0	HOUSEHOLD	13	23-701-569-8884	F	Customer#000108556
1600	20.00	29588.00	1993-03-03	0	HOUSEHOLD	15	25-615-754-3345	F	Customer#000092563
1600	30.00	32611.20	1993-03-03	0	HOUSEHOLD	15	25-615-754-3345	F	Customer#000092563
2149	12.00	13574.52	1993-03-13	0	HOUSEHOLD	14	24-840-656-9859	F	Customer#000100642
2149	10.00	19729.70	1993-03-13	0	HOUSEHOLD	14	24-840-656-9859	F	Customer#000100642
2149	47.00	76453.49	1993-03-13	0	HOUSEHOLD	14	24-840-656-9859	F	Customer#000100642
2241	19.00	26054.70	1993-05-11	0	FURNITURE	18	28-836-309-5330	F	Customer#000101276
