l_orderkey	l_linenumber	l_quantity	l_extendedprice	c_custkey	o_orderstatus
454791	1	40.00	51771.60	1	F
454791	2	13.00	25011.61	1	F
579908	1	33.00	53513.13	1	O
3868359	1	36.00	48649.68	1	F
3868359	2	9.00	14891.76	1	F
3868359	3	32.00	54680.32	1	F
3868359	4	6.00	8732.16	1	F
4273923	1	28.00	33632.76	1	O
4273923	2	42.00	62015.52	1	O
4808192	1	26.00	47080.54	1	O
4808192	2	11.00	17529.27	1	O
5133509	1	28.00	36741.88	1	O
5133509	2	35.00	63199.50	1	O
5133509	3	12.00	23399.76	1	O
5133509	4	33.00	53713.77	1	O
l_extendedprice	l_linenumber	l_orderkey	c_name	c_address	c_custkey	o_orderstatus	c_comment
73701.04	3	5766213	Customer#000149576	t Qz 50Q8,,rAmCy7l1sC EgxqW9	149576	O	orges poach carefully along the slyly pending dolphins. bold requests cajole depo
43454.18	6	5766213	Customer#000149576	t Qz 50Q8,,rAmCy7l1sC EgxqW9	149576	O	orges poach carefully along the slyly pending dolphins. bold requests cajole depo
6899.08	1	5825798	Customer#000149903	T0VeW3AU 753JcG5DCgphBam	149903	O	eep sometimes regular deposits. furiously express deposits cajole slyly even theodolites. furious
17135.91	2	5825798	Customer#000149903	T0VeW3AU 753JcG5DCgphBam	149903	O	eep sometimes regular deposits. furiously express deposits cajole slyly even theodolites. furious
56537.92	2	5841606	Customer#000149770	v7MuzpzzP b,v AvG5ck10tCNSCHLmC4	149770	O	s nag against the special theodolites. blithely even dep
5165.60	4	5841606	Customer#000149770	v7MuzpzzP b,v AvG5ck10tCNSCHLmC4	149770	O	s nag against the special theodolites. blithely even dep
30506.17	3	5878243	Customer#000149875	VOKUo9PBV DH3CqoHTW6gq9AoUeba3CqKbA	149875	O	hely special packages-- furiously unusual accounts are. special
58106.28	2	5910150	Customer#000149536	5SNu4E4qZNZ	149536	O	deas sleep slyly above the fluffily regular accounts. bold requests could sleep fluff
10627.20	4	5917349	Customer#000149527	BFstQf8Oi8S	149527	O	ual, ironic instructions maintain carefully. pending, furious reques
4555.26	5	5917349	Customer#000149527	BFstQf8Oi8S	149527	O	ual, ironic instructions maintain carefully. pending, furious reques
71508.78	4	5940422	Customer#000149707	knzF3q9YHro	149707	O	osits use alongside of the slyly regular asymptotes. permanently regular decoys ac
68011.46	5	5940422	Customer#000149707	knzF3q9YHro	149707	O	osits use alongside of the slyly regular asymptotes. permanently regular decoys ac
40131.63	3	161670	Customer#000149834	m6zf1FVkaqZtRVd3uRQpgk9O	149834	P	furiously. fluffily express ideas affix c
8871.12	2	258983	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	P	. furiously pending dependencies affix above the slyly expre
54744.36	3	258983	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	P	. furiously pending dependencies affix above the slyly expre
36317.28	1	295360	Customer#000149714	 kylHCh5Db1F	149714	F	jole furiously even accounts. slyly ironic accounts cajole along the quickly slow requests. blithely final d
47840.22	3	295360	Customer#000149714	 kylHCh5Db1F	149714	F	jole furiously even accounts. slyly ironic accounts cajole along the quickly slow requests. blithely final d
12227.60	4	391072	Customer#000149638	MepvxhCOqWZncDX	149638	F	the furiously bold dolphins are slyly carefully final platelets. fur
42786.90	2	396774	Customer#000149698	wo4JHEgW0RwFeaISiVgpLmGXCCywtKyaucJd	149698	P	ughout the slyly final theodolites. accounts are slyly along the slyly 
69058.86	3	407877	Customer#000149633	2cTKsVoucxR r0jC4C9mC4DOQ 5gw8NW	149633	P	eans sleep carefully. unusual, careful foxes cajole slyly. regular theodolites against the regular, bold instruction
20844.38	2	416736	Customer#000149809	R4VjFrkdThysFM,ZwD1bO9B	149809	F	 unusual packages. slyly final 
34001.44	3	416736	Customer#000149809	R4VjFrkdThysFM,ZwD1bO9B	149809	F	 unusual packages. slyly final 
13886.04	4	416736	Customer#000149809	R4VjFrkdThysFM,ZwD1bO9B	149809	F	 unusual packages. slyly final 
43363.32	7	416736	Customer#000149809	R4VjFrkdThysFM,ZwD1bO9B	149809	F	 unusual packages. slyly final 
75542.10	1	420545	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	P	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
9729.45	3	420545	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	P	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
34896.00	4	422375	Customer#000149896	lX1PYkF9FFqZ5fz	149896	F	es. carefully special attainments sleep along the furiously ironic req
65490.74	6	422375	Customer#000149896	lX1PYkF9FFqZ5fz	149896	F	es. carefully special attainments sleep along the furiously ironic req
28056.86	6	457029	Customer#000149557	gjbbIQ E4i	149557	F	 deposits. special ideas wake across the slyly bold deposits. silent platelets above the final frets
60330.35	3	524005	Customer#000149642	3T2ll,09B9NLv9,rl1PmYgvaS3Ms	149642	P	nt requests. fluffy deposits s
19338.36	4	655968	Customer#000149738	tGgQi1L1KwbjAPti aKrADX,Zd72cbiSIZ4ArcZM	149738	F	odolites snooze above the carefully special instructions. carefully bold f
47807.70	2	695106	Customer#000149888	rnvl5OSWveycTz 8UvV9W	149888	P	 furiously pending deposits was quickly furiously regular platelets. carefull
16297.20	5	802049	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	P	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
60155.84	3	4481249	Customer#000149663	IwqBLQE1XSMcfmPF	149663	O	ly special ideas are slyly even accounts. instructions boost furiously quickly ironic f
32707.08	6	4481249	Customer#000149663	IwqBLQE1XSMcfmPF	149663	O	ly special ideas are slyly even accounts. instructions boost furiously quickly ironic f
42762.30	4	4573828	Customer#000149977	WAEC96RxrbwN0lF3	149977	O	ess pinto beans sublate blithely after the carefully even sheaves. slyly express accoun
77517.90	1	4582115	Customer#000149996	syg3m0h2HMEUY6zJ2GEVMKkBl	149996	O	 maintain fluffily fluffily bold theodolites! fluffily ironic ac
71854.20	2	4654976	Customer#000149842	7eHO8KrExZkdL	149842	O	 deposits. furiously unusual excuses lose furiously quickly final attainments; furiously spe
76939.38	3	4654976	Customer#000149842	7eHO8KrExZkdL	149842	O	 deposits. furiously unusual excuses lose furiously quickly final attainments; furiously spe
70399.78	4	4705728	Customer#000149725	qVrjoqL57o1FETI94m3Tc7pn	149725	O	ely unusual requests haggle furiously even instructions. even, s
4352.56	5	4705728	Customer#000149725	qVrjoqL57o1FETI94m3Tc7pn	149725	O	ely unusual requests haggle furiously even instructions. even, s
18038.70	5	4736519	Customer#000149962	bD6DGVRu LHp zX	149962	O	al pinto beans sleep furiously. slyly regular courts play fluffily. daringly blithe as
60778.42	6	4798532	Customer#000149612	cmCwdK1NXKrUyQ2GwhvWFKoKhps	149612	O	bits. furiously ruthless deposits was carefully abov
11641.30	2	4862215	Customer#000149809	R4VjFrkdThysFM,ZwD1bO9B	149809	O	 unusual packages. slyly final 
1101.16	3	4866624	Customer#000149743	dhMxq3wrhqsBWcn4HCS48l	149743	O	 the quickly pending pinto beans. furiously express dependencies sleep according to the express instru
10538.43	3	4878369	Customer#000149963	 wt3GZyhVpEUPl	149963	O	xpress deposits cajole quickly. furiously ironic accounts use iron
15045.20	4	4878369	Customer#000149963	 wt3GZyhVpEUPl	149963	O	xpress deposits cajole quickly. furiously ironic accounts use iron
6366.05	5	4878369	Customer#000149963	 wt3GZyhVpEUPl	149963	O	xpress deposits cajole quickly. furiously ironic accounts use iron
53296.92	1	4886695	Customer#000149843	TP6cBbEBkQOM5	149843	O	 have to kindle throughout the slyly regular package
53678.43	2	4886695	Customer#000149843	TP6cBbEBkQOM5	149843	O	 have to kindle throughout the slyly regular package
58287.06	4	4886695	Customer#000149843	TP6cBbEBkQOM5	149843	O	 have to kindle throughout the slyly regular package
59699.15	6	4886695	Customer#000149843	TP6cBbEBkQOM5	149843	O	 have to kindle throughout the slyly regular package
12333.00	3	4897376	Customer#000149659	IqK0m,5a spnBmr	149659	O	iously final packages dazzle along the quickly final excuses. slyly ironic platelets according to th
58400.55	2	4908737	Customer#000149975	dpgfkR77qNJmq4CUm3ASaZIkzh	149975	O	 accounts. ironic deposits could have to haggle. s
46895.85	6	4964645	Customer#000149731	3hUoP1jGBQ,icP,Jqb9zyCil,3d9cLqJ055FM	149731	O	eodolites wake final, pending requests. final platelets wake. carefully unusual pearls sleep. even requests are
13558.58	2	4972356	Customer#000149615	rIvRmKQd11s8opBfUcgijP8FsMtqMYjFZsWYmj	149615	O	ual, regular instructions. careful sentim
54711.36	1	5000647	Customer#000149752	HSZzUCRhjol	149752	O	eodolites haggle about the daringly unusual accounts. thinly un
41081.70	4	5035650	Customer#000149587	Yjmpd3deNWc64L1CUN3Q1nP	149587	O	s: unusual deposits wake quickly theod
14170.86	6	5035650	Customer#000149587	Yjmpd3deNWc64L1CUN3Q1nP	149587	O	s: unusual deposits wake quickly theod
19363.50	1	5084323	Customer#000149557	gjbbIQ E4i	149557	O	 deposits. special ideas wake across the slyly bold deposits. silent platelets above the final frets
20061.40	3	5084323	Customer#000149557	gjbbIQ E4i	149557	O	 deposits. special ideas wake across the slyly bold deposits. silent platelets above the final frets
61914.50	2	4142945	Customer#000149956	ZXsMevlbFspSQ68 jzGX9cB4hVGV8e4BuG7BI	149956	O	key players. slyly ironic pinto beans above the escapades wake among the slyly ironic asympt
18469.98	3	4142945	Customer#000149956	ZXsMevlbFspSQ68 jzGX9cB4hVGV8e4BuG7BI	149956	O	key players. slyly ironic pinto beans above the escapades wake among the slyly ironic asympt
21012.48	1	4196551	Customer#000149713	AP2i,NrWyropUAM5gR3nLUPrOviExgcBMxOK,yCF	149713	O	ronic accounts. carefully unusual deposit
58632.12	1	4266946	Customer#000149815	uE H1a22cwQe3FScKFR3WXbh9GUEp0K8	149815	O	ic foxes wake quickly unusual foxes. even, regular 
73549.52	1	4295300	Customer#000149887	Q49j6D0fPc4sEhEQK7ppOPt1	149887	O	ously along the fluffily regular excuses. furiously unusual forges must sleep s
43701.07	4	4298471	Customer#000149807	xGml0cxURCO UV1raFAi,njzvQuZ	149807	O	t the blithely pending accounts. slyly regular instru
5597.46	4	4381542	Customer#000149510	g3v6J2Vd4EbP1winnFXoV8rpykSX	149510	O	y special dependencies integrate closely final instructions. furiously regula
37333.86	2	4393511	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	O	pecial pinto beans. thinly special deposits wake according to the furiously re
31543.44	3	4393511	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	O	pecial pinto beans. thinly special deposits wake according to the furiously re
6440.95	4	4393511	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	O	pecial pinto beans. thinly special deposits wake according to the furiously re
53628.88	5	4393511	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	O	pecial pinto beans. thinly special deposits wake according to the furiously re
68559.78	2	4405223	Customer#000149588	ZkkoGbTb2,KecYm91	149588	O	inal excuses are blithely regular, ironic dependencies. slyly special foxes nag
45280.29	2	4471876	Customer#000149878	QLOOPmnruhZNd d1d0zxQ,maKMkjt9FsJ	149878	O	nod furiously. accounts use carefully ac
53741.10	4	4515361	Customer#000149603	N5t4st0mOl7Efou, MOLfYBwHS2omCE3k4AKc7K	149603	O	 packages above the express packages cajole deposits. ironic gifts sleep car
80188.55	1	4518178	Customer#000149993	,uGhPmqlNetySk4Y	149993	O	hely even tithes cajole furiously. 
37547.51	2	4518178	Customer#000149993	,uGhPmqlNetySk4Y	149993	O	hely even tithes cajole furiously. 
13886.16	1	4586528	Customer#000149698	wo4JHEgW0RwFeaISiVgpLmGXCCywtKyaucJd	149698	O	ughout the slyly final theodolites. accounts are slyly along the slyly 
48487.60	3	4586528	Customer#000149698	wo4JHEgW0RwFeaISiVgpLmGXCCywtKyaucJd	149698	O	ughout the slyly final theodolites. accounts are slyly along the slyly 
5555.85	2	4593831	Customer#000149524	56OL3bcYU37u	149524	O	rding to the bold, ironic requests. ironic packages around the final, unusual pi
65724.64	3	4593831	Customer#000149524	56OL3bcYU37u	149524	O	rding to the bold, ironic requests. ironic packages around the final, unusual pi
14006.52	5	4663110	Customer#000149740	A8I69WWAR,F	149740	O	s accounts nag carefully deposits. express, final requests are regularly. furiously pending dolphins use quickly: 
6478.08	5	807078	Customer#000149782	ENfUEE,VxTn	149782	F	 express asymptotes hinder slyly around the furiously 
52112.44	1	843909	Customer#000149527	BFstQf8Oi8S	149527	F	ual, ironic instructions maintain carefully. pending, furious reques
36112.00	5	843909	Customer#000149527	BFstQf8Oi8S	149527	F	ual, ironic instructions maintain carefully. pending, furious reques
81881.00	1	891463	Customer#000149998	NaDi,1fCNPDTntnVUjGyUJ8TrlIeYNK7v	149998	F	 ideas cajole slyly around the even, pending foxes. carefully thin theodolites run beneath the final se
14667.00	3	978145	Customer#000149851	1K2GtcE7riP	149851	F	ould use. ironic, even pinto beans haggle slyly carefully final accounts. slyly ironic pinto beans haggle fluffil
47409.28	1	1000419	Customer#000149824	70dlKM8l9E,cLdh7hu	149824	P	ular packages sleep against the blithely bold packages. furiously even deposits shall have t
44847.04	6	1006503	Customer#000149981	NXsAQ7ptlZzRFp	149981	F	deposits. regular, regular theodolites
68709.12	1	1020292	Customer#000149950	M,qMZ3ntD opcRX	149950	F	ss the furiously unusual foxes 
41514.93	2	1020292	Customer#000149950	M,qMZ3ntD opcRX	149950	F	ss the furiously unusual foxes 
45020.85	6	1020292	Customer#000149950	M,qMZ3ntD opcRX	149950	F	ss the furiously unusual foxes 
58162.50	2	1072421	Customer#000149639	MV8h GtYXgozSLTN FcEHnw0YHtHPfGC	149639	F	lphins. final deposits promise carefully slyly regular
7035.36	2	1120675	Customer#000149692	mbZ Fafi4jWJ8harmmcqBWm1xjQTH	149692	F	 blithely regular sheaves boost quickly acro
88884.00	5	1163904	Customer#000149746	LbMviVc3IkeSJz2v, CQjdpzHpdLL2jv84hj	149746	F	beans. silent, ironic ideas cajole along the slyly ironic packages. deposits nod slyly
36996.48	5	1224102	Customer#000149554	RY9ZP,ldGJzH5Yk13PyReD3iL,gPRlXUmnJ5	149554	F	eep special, unusual requests. spe
67101.48	6	1224102	Customer#000149554	RY9ZP,ldGJzH5Yk13PyReD3iL,gPRlXUmnJ5	149554	F	eep special, unusual requests. spe
28900.08	1	1311462	Customer#000149932	udcIc3ozxK2q,gkwEbWUK2YK Kco	149932	P	otes against the furiously pending dolphins boost slyly furiously special deposits.
46126.80	3	1387495	Customer#000149692	mbZ Fafi4jWJ8harmmcqBWm1xjQTH	149692	F	 blithely regular sheaves boost quickly acro
62406.42	3	1393472	Customer#000149780	J5vF1RKiaXK2g1OJBWr	149780	F	equests. bold accounts thrash f
9724.20	4	1393472	Customer#000149780	J5vF1RKiaXK2g1OJBWr	149780	F	equests. bold accounts thrash f
45942.12	5	1393472	Customer#000149780	J5vF1RKiaXK2g1OJBWr	149780	F	equests. bold accounts thrash f
13222.30	3	1438114	Customer#000149908	NwQBSgpOJSOCGVzb5tl7akQ7jJJX1JbdgO1	149908	P	iously final courts detect across the carefully bold r
74118.57	2	1443489	Customer#000149852	nwlZBG4 1X3L6DZ1x	149852	P	ithe attainments. ironic, silent platelet
34784.82	3	1443489	Customer#000149852	nwlZBG4 1X3L6DZ1x	149852	P	ithe attainments. ironic, silent platelet
38438.60	2	5160483	Customer#000149825	kf7ffRA2R9PouyeVm2q,9odxeGVV,N	149825	O	ole carefully-- special pinto beans eat alongside of the slyly regular pinto beans. ironic requests sleep 
86963.73	3	5160483	Customer#000149825	kf7ffRA2R9PouyeVm2q,9odxeGVV,N	149825	O	ole carefully-- special pinto beans eat alongside of the slyly regular pinto beans. ironic requests sleep 
29491.75	4	5212675	Customer#000149647	JEZDW6BYs6BW	149647	O	slyly regular hockey players after the blithely final packages are quickly quickly final instructions
39399.04	1	5225986	Customer#000149986	HyEJpj2jvEqt,,pA50NOvuTP	149986	O	enticingly carefully careful courts. furiously 
25514.64	3	5225986	Customer#000149986	HyEJpj2jvEqt,,pA50NOvuTP	149986	O	enticingly carefully careful courts. furiously 
40920.39	2	5229319	Customer#000149953	D8AKjiyT0P59LZjLAuk4xy7IttZQmOsk	149953	O	ccounts unwind carefully regula
23070.84	5	5229319	Customer#000149953	D8AKjiyT0P59LZjLAuk4xy7IttZQmOsk	149953	O	ccounts unwind carefully regula
28987.13	3	5287234	Customer#000149569	sxKKofHNDxzlWnvqnmv4tKoF4XJj7n	149569	O	ely ironic deposits. slyly ironic packages sleep slyly pending grouches. blithely regular pinto beans hang slyly 
36764.91	4	5294373	Customer#000149866	dtmbs8PbRDoM oIsKxwgE0KXd0Adt83MIoKL	149866	O	unts sleep quickly about the instructions. silently ir
26900.00	2	5313255	Customer#000149545	lwoEYZAhyZNU9VqoIzZtQOvjnPfy61F	149545	O	ns. quickly bold ideas impress quickly according to the blithely sly requests. 
16213.12	2	5404738	Customer#000149971	UuJO4jhLOGaGd9 	149971	O	eas cajole slyly along the even theodolite
12876.48	2	5422503	Customer#000149620	3ezpMAkWKHLlm3uCFDv1yCbLqk5UVyf	149620	O	eposits x-ray final asymptotes. fu
44007.86	4	5422503	Customer#000149620	3ezpMAkWKHLlm3uCFDv1yCbLqk5UVyf	149620	O	eposits x-ray final asymptotes. fu
46482.02	3	5429317	Customer#000149758	3OgkbsE97RNzwRfHXiwOcIZfBcN	149758	O	endencies use carefully ironica
13953.30	1	5442087	Customer#000149842	7eHO8KrExZkdL	149842	O	 deposits. furiously unusual excuses lose furiously quickly final attainments; furiously spe
40248.00	2	5442087	Customer#000149842	7eHO8KrExZkdL	149842	O	 deposits. furiously unusual excuses lose furiously quickly final attainments; furiously spe
18668.89	4	5442087	Customer#000149842	7eHO8KrExZkdL	149842	O	 deposits. furiously unusual excuses lose furiously quickly final attainments; furiously spe
42344.40	5	5474272	Customer#000149953	D8AKjiyT0P59LZjLAuk4xy7IttZQmOsk	149953	O	ccounts unwind carefully regula
25297.92	1	5475686	Customer#000149647	JEZDW6BYs6BW	149647	O	slyly regular hockey players after the blithely final packages are quickly quickly final instructions
8198.52	2	5481954	Customer#000149554	RY9ZP,ldGJzH5Yk13PyReD3iL,gPRlXUmnJ5	149554	O	eep special, unusual requests. spe
9148.65	3	5481954	Customer#000149554	RY9ZP,ldGJzH5Yk13PyReD3iL,gPRlXUmnJ5	149554	O	eep special, unusual requests. spe
57651.76	2	5556708	Customer#000149860	aacc1X3WcDsd4FpqAzSQMRMxgbpxGmD,le,OvSMf	149860	O	. blithely pending pinto beans haggle. blithely reg
31479.25	1	5566819	Customer#000149687	9zj60pdKSShczeeYqBWedxHB58A1QPFYUMgJ,HHx	149687	O	ts. special, final packages hang according to the blithe
21619.80	7	5566819	Customer#000149687	9zj60pdKSShczeeYqBWedxHB58A1QPFYUMgJ,HHx	149687	O	ts. special, final packages hang according to the blithe
67584.00	4	5573281	Customer#000149695	JL8X9QdJwfxNI8qsFGLB,CiqVD20hemLKxi84,3	149695	O	sual accounts. quickly final asymptotes wake across the carefully unusual requests. q
69539.79	5	5573281	Customer#000149695	JL8X9QdJwfxNI8qsFGLB,CiqVD20hemLKxi84,3	149695	O	sual accounts. quickly final asymptotes wake across the carefully unusual requests. q
43752.00	3	5574950	Customer#000149983	SSuHdkAtvsmuLhacQJgYIshV	149983	O	 pinto beans. quickly final packages sleep above the fluffily f
60503.57	1	5633827	Customer#000149590	reUqXP9TEVrDmpbyuf6K3gqagHxFOt	149590	O	e furiously above the fluffily bold foxes. pending, ironic requests cajole slyly against the furiously iron
19842.24	4	5633827	Customer#000149590	reUqXP9TEVrDmpbyuf6K3gqagHxFOt	149590	O	e furiously above the fluffily bold foxes. pending, ironic requests cajole slyly against the furiously iron
34516.40	2	5641090	Customer#000149530	Ui7f0WOK41S9FC5Li1KMHqwXNKVY KFC	149530	O	 believe blithely platelets. even, final accounts nag carefully against the sl
70187.15	1	5669475	Customer#000149503	yIVjhEo7v5E	149503	O	 requests maintain. blithely regular deposits haggle carefully excuses. patterns wake caref
1748.73	2	5669475	Customer#000149503	yIVjhEo7v5E	149503	O	 requests maintain. blithely regular deposits haggle carefully excuses. patterns wake caref
63445.56	3	5682372	Customer#000149801	MWrpk7 DRzeIvmwCRqwORuTG61ZC	149801	O	es haggle slyly. bold, regular th
8316.18	3	5734850	Customer#000149891	MG34rN1nz6CWiPKA	149891	O	special patterns serve furiously even asymptotes-- s
39785.10	1	5739042	Customer#000149557	gjbbIQ E4i	149557	O	 deposits. special ideas wake across the slyly bold deposits. silent platelets above the final frets
23143.89	6	5765472	Customer#000149816	DMDK2qZWXGrMZEfZ2xzpVohWY6z	149816	O	y regular instructions. slyly even deposits wake slyly stealthy instructions. carefully unusual re
43168.47	1	5789413	Customer#000149717	MCrCfBhB6XbamI	149717	O	fily special sentiments sleep alongside of the slyly final deposits. carefully regular d
9470.40	2	5789413	Customer#000149717	MCrCfBhB6XbamI	149717	O	fily special sentiments sleep alongside of the slyly final deposits. carefully regular d
60021.60	5	5808519	Customer#000149522	6AasMvEgurY0YAC7x4Vv8	149522	O	ffily. realms promise furiously. quickly final accounts alongside of the pending, unusual notornis use along the 
24646.18	2	4813415	Customer#000149944	3q9tCbkkhna1XI4bHfHW LmcwHXEHc tZWyk	149944	O	structions. quickly regular dolphins haggle blithely acr
57170.52	1	4834884	Customer#000149812	dw,4Jahx0xxpvwfD5 l	149812	O	oxes wake fluffily along the even pinto be
12837.42	5	4834884	Customer#000149812	dw,4Jahx0xxpvwfD5 l	149812	O	oxes wake fluffily along the even pinto be
26415.62	1	4849793	Customer#000149906	FdjrVb5CinUPWko3gWFxk	149906	O	es. furiously special orbits during the carefu
24686.89	4	4879140	Customer#000149785	IlQ2lj4l5rRdqvkF6Dt4a2D	149785	O	ites. foxes haggle furiously-- bold, ironic somas cajole carefully. busily final requests mold fluffily above the
55892.48	1	4890722	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	O	pecial pinto beans. thinly special deposits wake according to the furiously re
52855.00	6	4890722	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	O	pecial pinto beans. thinly special deposits wake according to the furiously re
78056.21	3	4893379	Customer#000149548	sS0IcyIqZ08SBo7rui5f6w	149548	O	r the final packages. packages cajole slyly unusual
36199.83	2	4934149	Customer#000149968	e8w5DuzdTXUktKd	149968	O	 along the pending deposits. carefully ironic attainments wake quickly against the theodolites. bold packages 
77838.24	2	4943266	Customer#000149579	OnxJdXFJYOTpdGnqJ4dkHgOjQUXyV	149579	O	 beans boost quickly regular theodolites. unusual, regular requests lose. quickly unusual requests cajole caref
55420.56	1	5060768	Customer#000149915	mdiQyAgI0nadpIVX	149915	O	xpress, final excuses. pending deposits boost slyly special, even requests. carefully special i
73813.44	2	5106499	Customer#000149867	Arg8u4cUiah0dDC4WYJJJLu7L9s9vXiTXCn9H	149867	O	ven deposits thrash slyly alongside of the bold f
38573.15	1	5119008	Customer#000149917	0eGzREeEFiGg0MXA5qWD	149917	O	ual excuses along the furiously special deposits sleep
21162.13	2	5149382	Customer#000149570	tt0MF7,QKGJtfaxMr4z86KlxMYN1jFF4GXF73	149570	O	ns integrate slyly. carefully pending platelets haggle fu
36512.28	3	5150243	Customer#000149642	3T2ll,09B9NLv9,rl1PmYgvaS3Ms	149642	O	nt requests. fluffy deposits s
41187.42	1	5165607	Customer#000149875	VOKUo9PBV DH3CqoHTW6gq9AoUeba3CqKbA	149875	O	hely special packages-- furiously unusual accounts are. special
38629.76	4	5192645	Customer#000149707	knzF3q9YHro	149707	O	osits use alongside of the slyly regular asymptotes. permanently regular decoys ac
14294.40	1	5202660	Customer#000149656	TFd3NdTOVEDLGdjwXHuJhg1I0dri JSbz	149656	O	ray. regular, silent dolphins wake beyond t
39985.68	1	5205508	Customer#000149743	dhMxq3wrhqsBWcn4HCS48l	149743	O	 the quickly pending pinto beans. furiously express dependencies sleep according to the express instru
14830.75	1	5225762	Customer#000149929	BWCs7Q0fVIcUxXn9HKD	149929	O	nst the even, silent theodolites haggle abo
70516.45	2	5240391	Customer#000149750	IIK5OXEaQE6ua19 5x glcT	149750	O	y regular deposits print slyly pending deposits. fluffily final accounts
47970.75	5	5259876	Customer#000149758	3OgkbsE97RNzwRfHXiwOcIZfBcN	149758	O	endencies use carefully ironica
48602.66	7	5259876	Customer#000149758	3OgkbsE97RNzwRfHXiwOcIZfBcN	149758	O	endencies use carefully ironica
61380.06	3	5278566	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	O	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
34818.88	1	5308196	Customer#000149612	cmCwdK1NXKrUyQ2GwhvWFKoKhps	149612	O	bits. furiously ruthless deposits was carefully abov
54992.28	4	5327938	Customer#000149866	dtmbs8PbRDoM oIsKxwgE0KXd0Adt83MIoKL	149866	O	unts sleep quickly about the instructions. silently ir
10329.92	2	5348646	Customer#000149716	,GYrwmEB fL	149716	O	 packages. slyly furious foxes affix furiously. courts are blit
25216.40	7	5348646	Customer#000149716	,GYrwmEB fL	149716	O	 packages. slyly furious foxes affix furiously. courts are blit
51296.80	1	5369441	Customer#000149522	6AasMvEgurY0YAC7x4Vv8	149522	O	ffily. realms promise furiously. quickly final accounts alongside of the pending, unusual notornis use along the 
61230.63	2	5369441	Customer#000149522	6AasMvEgurY0YAC7x4Vv8	149522	O	ffily. realms promise furiously. quickly final accounts alongside of the pending, unusual notornis use along the 
27990.24	3	5369441	Customer#000149522	6AasMvEgurY0YAC7x4Vv8	149522	O	ffily. realms promise furiously. quickly final accounts alongside of the pending, unusual notornis use along the 
47610.80	4	5369441	Customer#000149522	6AasMvEgurY0YAC7x4Vv8	149522	O	ffily. realms promise furiously. quickly final accounts alongside of the pending, unusual notornis use along the 
42090.89	1	5371078	Customer#000149794	e,Hb7Z0cji2XgTHH62DG1zE0uTlEuXVtKVjVfl7	149794	O	ithely enticingly silent foxes. special, ironic packages boost? carefully final foxes are carefully! 
31191.26	1	5427751	Customer#000149671	P6omo3IxkslyUuirr nL	149671	O	. express, even deposits after the slyly unusual requests detect along the carefully bold instructions.
44744.10	2	5427751	Customer#000149671	P6omo3IxkslyUuirr nL	149671	O	. express, even deposits after the slyly unusual requests detect along the carefully bold instructions.
47506.46	1	3432230	Customer#000149902	,nCqPl69qU,zqb0aKrHQFiVCCiuRXxlb95	149902	O	eep fluffily across the pinto beans. pinto beans are ruthlessly! regular epitaphs above the silent, regular 
23799.49	2	3432230	Customer#000149902	,nCqPl69qU,zqb0aKrHQFiVCCiuRXxlb95	149902	O	eep fluffily across the pinto beans. pinto beans are ruthlessly! regular epitaphs above the silent, regular 
17424.00	2	3449763	Customer#000149584	YfJs7aDtQ7TBqSDn9k	149584	O	p; requests about the even, even requests x-ray slyly carefully even requests. blithely express
12492.90	3	3449763	Customer#000149584	YfJs7aDtQ7TBqSDn9k	149584	O	p; requests about the even, even requests x-ray slyly carefully even requests. blithely express
18939.10	6	3510564	Customer#000149965	0sO4zG8Yv2K	149965	O	riously. final, bold accounts use fluffily above the sly, unus
71173.80	1	3529219	Customer#000149548	sS0IcyIqZ08SBo7rui5f6w	149548	O	r the final packages. packages cajole slyly unusual
22498.66	3	3596032	Customer#000149936	dfY6wdqwW2lbYWoFCDZDon5t	149936	O	cajole furiously regular deposits. carefully daring packages are slyly slyly even foxes. sl
77019.36	2	3665250	Customer#000149813	rMFW,1BmteZFnoZuXkLMM9hcabMnHrWMJ	149813	O	old theodolites are furiously across the bold theodolites. special accounts nag blithely. regular deposits s
63743.23	2	3667872	Customer#000149680	IzGN1wWDc akugOYOZ8GpIXB321LgE	149680	O	. final, regular instructions affix carefully foxes. furiously special pearls use above the regular, re
