l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
0	1107	7706	1	2.00	190514.07	0.04	0.02	O	O	1996-03-13	1996-02-12	1996-03-22	O	TRUCK	TRUCK
0	1107	2951	1	3.00	291697.20	0.02	0.00	O	O	1996-02-21	1996-01-03	1996-03-18	O	FOB	FOB
0	1107	4705	1	3.00	386963.46	0.03	0.03	F	F	1995-04-20	1995-04-25	1995-05-13	F	TRUCK	TRUCK
0	1107	874	1	5.00	758272.68	0.04	0.02	O	O	1996-09-29	1996-11-17	1996-09-30	O	MAIL	MAIL
0	1107	9768	1	5.00	675395.28	0.09	0.00	O	O	1996-02-03	1996-01-21	1996-02-23	O	SHIP	SHIP
0	1107	7721	1	5.00	528854.40	0.01	0.07	F	F	1994-08-17	1994-08-11	1994-09-08	F	TRUCK	TRUCK
0	1107	1798	1	5.00	486522.45	0.06	0.00	F	F	1994-02-02	1994-01-04	1994-02-23	F	AIR	AIR
0	1107	8855	1	3.00	361955.07	0.09	0.04	F	F	1993-10-29	1993-12-19	1993-11-08	F	TRUCK	TRUCK
0	1107	7630	1	3.00	316137.69	0.00	0.08	F	F	1994-02-19	1994-03-11	1994-02-20	F	RAIL	RAIL
0	1107	9607	1	1.00	122477.40	0.07	0.03	O	O	1996-05-07	1996-03-13	1996-06-03	O	FOB	FOB
0	1107	8571	1	2.00	213106.95	0.02	0.04	F	F	1994-10-31	1994-08-31	1994-11-20	F	AIR	AIR
0	1107	5133	1	4.00	558946.80	0.09	0.03	F	F	1992-07-21	1992-08-01	1992-08-15	F	REG AIR	REG AIR
0	1107	9569	1	0.00	26326.62	0.05	0.02	O	O	1998-07-04	1998-06-05	1998-07-21	O	RAIL	RAIL
0	1107	613	1	3.00	227507.49	0.10	0.06	F	F	1994-07-19	1994-06-29	1994-07-25	F	TRUCK	TRUCK
0	1107	5560	1	3.00	276218.10	0.03	0.08	O	O	1996-01-10	1995-12-14	1996-01-18	O	REG AIR	REG AIR
0	1107	9141	1	1.00	78632.64	0.03	0.08	F	F	1994-01-12	1994-02-27	1994-01-14	F	FOB	FOB
0	1107	7721	1	3.00	425048.40	0.05	0.08	O	O	1995-10-23	1995-08-27	1995-10-26	O	TRUCK	TRUCK
0	1107	9143	1	0.00	56074.68	0.09	0.04	O	O	1997-04-17	1997-01-31	1997-04-20	O	SHIP	SHIP
0	1107	9821	1	5.00	484038.72	0.09	0.06	O	O	1996-11-14	1996-12-15	1996-12-12	O	RAIL	RAIL
0	1107	1191	1	4.00	402250.14	0.00	0.05	O	O	1997-01-28	1997-01-14	1997-02-02	O	RAIL	RAIL
0	1107	871	1	1.00	157992.12	0.00	0.07	O	O	1998-10-23	1998-09-14	1998-11-06	O	REG AIR	REG AIR
0	1107	5952	1	2.00	366083.55	0.05	0.02	F	F	1994-09-30	1994-09-18	1994-10-26	F	REG AIR	REG AIR
0	1107	217	1	3.00	291364.92	0.06	0.07	F	F	1994-12-24	1994-10-25	1995-01-16	F	REG AIR	REG AIR
0	1107	2150	1	4.00	557984.79	0.08	0.03	F	F	1992-04-27	1992-05-15	1992-05-02	F	TRUCK	TRUCK
0	1107	4639	1	1.00	99099.90	0.02	0.01	F	F	1994-05-18	1994-06-03	1994-05-23	F	RAIL	RAIL
0	1107	1932	1	3.00	425909.25	0.09	0.07	O	O	1998-04-10	1998-04-22	1998-04-11	O	FOB	FOB
0	1107	3490	2	5.00	576555.12	0.04	0.07	F	F	1994-02-21	1994-03-01	1994-03-18	F	AIR	AIR
0	1107	1807	2	4.00	634881.78	0.05	0.02	F	F	1992-07-02	1992-08-18	1992-07-28	F	RAIL	RAIL
0	1107	7274	2	0.00	15774.66	0.00	0.00	F	F	1994-12-01	1994-12-12	1994-12-15	F	TRUCK	TRUCK
0	1107	4457	2	4.00	612593.64	0.06	0.08	O	O	1996-01-22	1996-01-06	1996-01-27	O	RAIL	RAIL
0	1107	5391	2	3.00	384855.30	0.01	0.06	F	F	1994-06-03	1994-05-29	1994-06-22	F	TRUCK	TRUCK
0	1107	3435	2	0.00	50811.57	0.09	0.07	O	O	1998-05-23	1998-04-03	1998-06-02	O	SHIP	SHIP
0	1107	3767	2	1.00	80539.20	0.02	0.07	F	F	1994-05-06	1994-05-28	1994-05-20	F	RAIL	RAIL
0	1107	7758	2	1.00	104347.44	0.08	0.08	O	O	1996-02-01	1996-03-02	1996-02-19	O	SHIP	SHIP
0	1107	4137	2	3.00	390447.72	0.08	0.04	O	O	1996-11-04	1996-10-20	1996-11-20	O	FOB	FOB
0	1107	5532	2	4.00	426098.88	0.02	0.05	F	F	1993-12-09	1994-01-04	1993-12-28	F	MAIL	MAIL
0	1107	9201	2	4.00	341043.84	0.08	0.06	F	F	1994-08-24	1994-08-17	1994-08-31	F	REG AIR	REG AIR
0	1107	1923	2	2.00	277875.18	0.08	0.06	O	O	1998-10-09	1998-10-16	1998-10-12	O	FOB	FOB
0	1107	6540	2	5.00	421168.23	0.10	0.00	F	F	1993-11-09	1993-12-20	1993-11-24	F	RAIL	RAIL
0	1107	1195	2	1.00	146501.55	0.06	0.06	F	F	1994-03-03	1994-02-13	1994-03-26	F	AIR	AIR
0	1107	441	2	4.00	581448.96	0.02	0.00	O	O	1995-08-14	1995-10-07	1995-08-27	O	AIR	AIR
0	1107	7311	2	4.00	413848.44	0.09	0.06	O	O	1996-04-12	1996-02-28	1996-04-20	O	MAIL	MAIL
0	1107	8830	2	2.00	354184.38	0.00	0.05	O	O	1995-07-17	1995-06-04	1995-07-19	O	FOB	FOB
0	1107	5198	2	1.00	120224.52	0.09	0.05	O	O	1997-01-27	1997-02-21	1997-02-22	O	REG AIR	REG AIR
0	1107	3928	2	3.00	456515.28	0.07	0.08	F	F	1994-10-16	1994-09-25	1994-10-19	F	FOB	FOB
0	1107	2732	2	5.00	519644.52	0.02	0.05	O	O	1998-06-26	1998-06-07	1998-07-05	O	MAIL	MAIL
0	1107	2073	2	4.00	505347.48	0.02	0.06	F	F	1993-04-13	1993-03-30	1993-04-14	F	SHIP	SHIP
0	1107	3889	3	2.00	243692.82	0.09	0.07	O	O	1995-07-06	1995-05-14	1995-07-31	O	RAIL	RAIL
0	1107	8433	3	1.00	120764.07	0.06	0.04	O	O	1996-01-19	1995-12-22	1996-01-29	O	MAIL	MAIL
0	1107	1622	3	5.00	421878.24	0.02	0.02	F	F	1994-04-19	1994-05-18	1994-04-20	F	RAIL	RAIL
0	1107	4707	3	2.00	207988.20	0.05	0.02	F	F	1994-12-30	1994-11-22	1995-01-27	F	AIR	AIR
0	1107	3474	3	3.00	359017.92	0.06	0.07	F	F	1994-01-16	1993-11-22	1994-01-23	F	SHIP	SHIP
0	1107	4807	3	2.00	199551.78	0.09	0.00	F	F	1994-07-02	1994-07-07	1994-07-03	F	AIR	AIR
0	1107	7361	3	0.00	16999.20	0.03	0.05	F	F	1994-01-26	1994-03-05	1994-01-28	F	RAIL	RAIL
0	1107	7484	3	5.00	792801.72	0.04	0.05	O	O	1998-08-13	1998-07-08	1998-08-29	O	RAIL	RAIL
0	1107	9983	3	1.00	67790.70	0.05	0.03	F	F	1993-12-09	1993-12-25	1993-12-23	F	AIR	AIR
0	1107	5405	3	5.00	702753.30	0.05	0.08	F	F	1992-07-10	1992-07-06	1992-08-02	F	TRUCK	TRUCK
0	1107	1942	3	5.00	553404.15	0.00	0.07	O	O	1998-02-23	1998-03-20	1998-03-24	O	SHIP	SHIP
0	1107	6666	3	0.00	19892.88	0.09	0.02	O	O	1995-08-07	1995-10-07	1995-08-23	O	AIR	AIR
0	1107	6118	3	1.00	75312.00	0.03	0.07	O	O	1997-02-20	1997-02-12	1997-02-21	O	TRUCK	TRUCK
0	1107	35	3	6.00	660838.50	0.08	0.03	F	F	1994-08-08	1994-10-13	1994-08-26	F	AIR	AIR
0	1107	5221	3	2.00	286713.99	0.06	0.08	F	F	1993-05-14	1993-03-05	1993-05-25	F	RAIL	RAIL
0	1107	5350	3	5.00	744715.62	0.06	0.08	O	O	1996-09-26	1996-12-19	1996-10-26	O	AIR	AIR
0	1107	4577	3	1.00	87131.16	0.02	0.06	O	O	1998-10-30	1998-09-20	1998-11-05	O	FOB	FOB
0	1107	3701	3	1.00	119786.40	0.10	0.02	O	O	1996-01-29	1996-03-05	1996-01-31	O	REG AIR	REG AIR
0	1107	9799	3	5.00	734758.92	0.10	0.07	O	O	1996-01-15	1996-03-27	1996-02-03	O	MAIL	MAIL
0	1107	743	4	1.00	166293.27	0.01	0.05	F	F	1994-03-17	1994-03-17	1994-03-27	F	MAIL	MAIL
0	1107	3074	4	3.00	286289.64	0.03	0.04	O	O	1996-03-21	1996-04-08	1996-04-20	O	FOB	FOB
0	1107	2256	4	2.00	310089.60	0.07	0.01	O	O	1998-06-27	1998-05-23	1998-07-02	O	REG AIR	REG AIR
0	1107	849	4	4.00	436210.92	0.09	0.02	F	F	1994-07-04	1994-04-17	1994-07-30	F	AIR	AIR
0	1107	1883	4	0.00	23568.84	0.01	0.06	F	F	1993-12-04	1994-01-07	1994-01-01	F	TRUCK	TRUCK
0	1107	7744	4	0.00	59246.64	0.09	0.03	O	O	1995-08-04	1995-10-01	1995-09-03	O	REG AIR	REG AIR
0	1107	3093	4	4.00	435049.92	0.07	0.05	O	O	1996-10-02	1996-12-19	1996-10-14	O	MAIL	MAIL
0	1107	7181	4	1.00	112246.20	0.03	0.03	F	F	1994-10-23	1994-11-08	1994-11-09	F	RAIL	RAIL
0	1107	7515	4	5.00	594597.96	0.08	0.06	O	O	1997-03-18	1997-01-29	1997-04-13	O	RAIL	RAIL
0	1107	2509	4	0.00	38866.50	0.09	0.04	F	F	1994-06-06	1994-07-27	1994-06-15	F	MAIL	MAIL
0	1107	7684	4	3.00	261038.25	0.06	0.05	O	O	1995-11-26	1995-12-25	1995-12-21	O	SHIP	SHIP
0	1107	9155	4	4.00	487567.08	0.00	0.01	O	O	1998-04-12	1998-03-20	1998-04-15	O	FOB	FOB
0	1107	3919	4	5.00	683354.79	0.09	0.00	F	F	1993-11-09	1994-01-24	1993-11-11	F	MAIL	MAIL
0	1107	4633	4	3.00	260600.76	0.09	0.06	O	O	1996-04-21	1996-03-30	1996-05-16	O	AIR	AIR
0	1107	5766	5	4.00	441645.75	0.08	0.06	O	O	1998-01-29	1998-04-07	1998-02-18	O	RAIL	RAIL
0	1107	4940	5	4.00	592694.46	0.08	0.06	O	O	1995-11-08	1996-01-15	1995-11-26	O	MAIL	MAIL
0	1107	1534	5	3.00	205420.32	0.10	0.04	O	O	1996-03-30	1996-03-14	1996-04-01	O	FOB	FOB
0	1107	8126	5	3.00	321597.27	0.05	0.07	O	O	1997-04-19	1997-02-14	1997-05-06	O	REG AIR	REG AIR
0	1107	7089	5	5.00	401462.46	0.07	0.04	F	F	1994-07-31	1994-07-26	1994-08-28	F	REG AIR	REG AIR
0	1107	650	5	3.00	296878.68	0.04	0.00	F	F	1993-12-14	1994-01-10	1994-01-01	F	FOB	FOB
0	1107	2138	5	4.00	355687.29	0.09	0.04	F	F	1994-02-13	1994-03-16	1994-02-21	F	MAIL	MAIL
0	1107	5267	5	3.00	423002.25	0.03	0.06	O	O	1998-06-19	1998-06-25	1998-06-29	O	SHIP	SHIP
0	1107	9440	5	4.00	665494.38	0.08	0.01	O	O	1996-02-11	1996-02-24	1996-02-18	O	TRUCK	TRUCK
0	1107	8320	5	5.00	711536.76	0.05	0.06	O	O	1995-08-28	1995-08-20	1995-09-14	O	AIR	AIR
0	1107	9530	5	5.00	570248.37	0.01	0.01	O	O	1996-10-17	1996-11-14	1996-10-26	O	MAIL	MAIL
0	1107	1006	6	3.00	294457.50	0.05	0.00	F	F	1994-10-03	1994-08-06	1994-10-24	F	SHIP	SHIP
0	1107	4117	6	1.00	82436.94	0.04	0.03	O	O	1995-07-21	1995-09-23	1995-07-25	O	RAIL	RAIL
0	1107	638	6	4.00	446581.44	0.07	0.02	O	O	1996-01-30	1996-02-07	1996-02-03	O	MAIL	MAIL
0	1107	5072	6	3.00	422161.20	0.05	0.06	O	O	1998-08-11	1998-07-11	1998-08-14	O	RAIL	RAIL
0	1107	3171	6	2.00	275421.15	0.06	0.03	F	F	1994-01-26	1994-02-17	1994-02-06	F	SHIP	SHIP
0	1107	1759	6	4.00	387528.75	0.06	0.03	O	O	1996-01-16	1996-02-23	1996-01-22	O	FOB	FOB
0	1107	9662	6	3.00	258602.76	0.10	0.02	F	F	1993-10-29	1993-12-18	1993-11-04	F	RAIL	RAIL
0	1107	6878	6	4.00	490449.60	0.06	0.05	O	O	1996-12-08	1996-10-22	1997-01-01	O	AIR	AIR
0	1107	674	6	4.00	529572.78	0.04	0.01	O	O	1998-03-05	1998-04-22	1998-03-30	O	TRUCK	TRUCK
0	1107	3266	6	3.00	426575.52	0.03	0.02	O	O	1996-02-01	1995-12-24	1996-02-28	O	RAIL	RAIL
0	1107	824	6	3.00	361302.30	0.02	0.05	O	O	1997-01-25	1997-01-27	1997-01-27	O	FOB	FOB
0	1107	1761	7	5.00	474622.56	0.09	0.08	O	O	1998-06-24	1998-06-27	1998-07-06	O	SHIP	SHIP
0	1107	2269	7	1.00	58285.35	0.04	0.02	O	O	1996-02-10	1996-03-26	1996-02-13	O	FOB	FOB
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
55	55	35	3	6.00	660838.50	0.08	0.03	F	F	1994-08-08	1994-10-13	1994-08-26	F	AIR	AIR
55	55	217	1	3.00	291364.92	0.06	0.07	F	F	1994-12-24	1994-10-25	1995-01-16	F	REG AIR	REG AIR
55	55	441	2	4.00	581448.96	0.02	0.00	O	O	1995-08-14	1995-10-07	1995-08-27	O	AIR	AIR
55	55	613	1	3.00	227507.49	0.10	0.06	F	F	1994-07-19	1994-06-29	1994-07-25	F	TRUCK	TRUCK
55	55	638	6	4.00	446581.44	0.07	0.02	O	O	1996-01-30	1996-02-07	1996-02-03	O	MAIL	MAIL
55	55	650	5	3.00	296878.68	0.04	0.00	F	F	1993-12-14	1994-01-10	1994-01-01	F	FOB	FOB
55	55	674	6	4.00	529572.78	0.04	0.01	O	O	1998-03-05	1998-04-22	1998-03-30	O	TRUCK	TRUCK
55	55	743	4	1.00	166293.27	0.01	0.05	F	F	1994-03-17	1994-03-17	1994-03-27	F	MAIL	MAIL
55	55	824	6	3.00	361302.30	0.02	0.05	O	O	1997-01-25	1997-01-27	1997-01-27	O	FOB	FOB
55	55	849	4	4.00	436210.92	0.09	0.02	F	F	1994-07-04	1994-04-17	1994-07-30	F	AIR	AIR
55	55	871	1	1.00	157992.12	0.00	0.07	O	O	1998-10-23	1998-09-14	1998-11-06	O	REG AIR	REG AIR
55	55	874	1	5.00	758272.68	0.04	0.02	O	O	1996-09-29	1996-11-17	1996-09-30	O	MAIL	MAIL
55	55	1006	6	3.00	294457.50	0.05	0.00	F	F	1994-10-03	1994-08-06	1994-10-24	F	SHIP	SHIP
55	55	1191	1	4.00	402250.14	0.00	0.05	O	O	1997-01-28	1997-01-14	1997-02-02	O	RAIL	RAIL
55	55	1195	2	1.00	146501.55	0.06	0.06	F	F	1994-03-03	1994-02-13	1994-03-26	F	AIR	AIR
55	55	1534	5	3.00	205420.32	0.10	0.04	O	O	1996-03-30	1996-03-14	1996-04-01	O	FOB	FOB
55	55	1622	3	5.00	421878.24	0.02	0.02	F	F	1994-04-19	1994-05-18	1994-04-20	F	RAIL	RAIL
55	55	1759	6	4.00	387528.75	0.06	0.03	O	O	1996-01-16	1996-02-23	1996-01-22	O	FOB	FOB
55	55	1761	7	5.00	474622.56	0.09	0.08	O	O	1998-06-24	1998-06-27	1998-07-06	O	SHIP	SHIP
55	55	1798	1	5.00	486522.45	0.06	0.00	F	F	1994-02-02	1994-01-04	1994-02-23	F	AIR	AIR
55	55	1807	2	4.00	634881.78	0.05	0.02	F	F	1992-07-02	1992-08-18	1992-07-28	F	RAIL	RAIL
55	55	1883	4	0.00	23568.84	0.01	0.06	F	F	1993-12-04	1994-01-07	1994-01-01	F	TRUCK	TRUCK
55	55	1923	2	2.00	277875.18	0.08	0.06	O	O	1998-10-09	1998-10-16	1998-10-12	O	FOB	FOB
55	55	1932	1	3.00	425909.25	0.09	0.07	O	O	1998-04-10	1998-04-22	1998-04-11	O	FOB	FOB
55	55	1942	3	5.00	553404.15	0.00	0.07	O	O	1998-02-23	1998-03-20	1998-03-24	O	SHIP	SHIP
55	55	1989	1	1.00	175086.99	0.00	0.02	F	F	1993-04-01	1993-04-04	1993-04-08	F	TRUCK	TRUCK
55	55	2073	2	4.00	505347.48	0.02	0.06	F	F	1993-04-13	1993-03-30	1993-04-14	F	SHIP	SHIP
55	55	2138	5	4.00	355687.29	0.09	0.04	F	F	1994-02-13	1994-03-16	1994-02-21	F	MAIL	MAIL
55	55	2150	1	4.00	557984.79	0.08	0.03	F	F	1992-04-27	1992-05-15	1992-05-02	F	TRUCK	TRUCK
55	55	2256	4	2.00	310089.60	0.07	0.01	O	O	1998-06-27	1998-05-23	1998-07-02	O	REG AIR	REG AIR
55	55	2269	7	1.00	58285.35	0.04	0.02	O	O	1996-02-10	1996-03-26	1996-02-13	O	FOB	FOB
55	55	2509	4	0.00	38866.50	0.09	0.04	F	F	1994-06-06	1994-07-27	1994-06-15	F	MAIL	MAIL
55	55	2732	2	5.00	519644.52	0.02	0.05	O	O	1998-06-26	1998-06-07	1998-07-05	O	MAIL	MAIL
55	55	2951	1	3.00	291697.20	0.02	0.00	O	O	1996-02-21	1996-01-03	1996-03-18	O	FOB	FOB
55	55	3074	4	3.00	286289.64	0.03	0.04	O	O	1996-03-21	1996-04-08	1996-04-20	O	FOB	FOB
55	55	3093	4	4.00	435049.92	0.07	0.05	O	O	1996-10-02	1996-12-19	1996-10-14	O	MAIL	MAIL
55	55	3171	6	2.00	275421.15	0.06	0.03	F	F	1994-01-26	1994-02-17	1994-02-06	F	SHIP	SHIP
55	55	3266	6	3.00	426575.52	0.03	0.02	O	O	1996-02-01	1995-12-24	1996-02-28	O	RAIL	RAIL
55	55	3435	2	0.00	50811.57	0.09	0.07	O	O	1998-05-23	1998-04-03	1998-06-02	O	SHIP	SHIP
55	55	3474	3	3.00	359017.92	0.06	0.07	F	F	1994-01-16	1993-11-22	1994-01-23	F	SHIP	SHIP
55	55	3490	2	5.00	576555.12	0.04	0.07	F	F	1994-02-21	1994-03-01	1994-03-18	F	AIR	AIR
55	55	3701	3	1.00	119786.40	0.10	0.02	O	O	1996-01-29	1996-03-05	1996-01-31	O	REG AIR	REG AIR
55	55	3767	2	1.00	80539.20	0.02	0.07	F	F	1994-05-06	1994-05-28	1994-05-20	F	RAIL	RAIL
55	55	3889	3	2.00	243692.82	0.09	0.07	O	O	1995-07-06	1995-05-14	1995-07-31	O	RAIL	RAIL
55	55	3919	4	5.00	683354.79	0.09	0.00	F	F	1993-11-09	1994-01-24	1993-11-11	F	MAIL	MAIL
55	55	3928	2	3.00	456515.28	0.07	0.08	F	F	1994-10-16	1994-09-25	1994-10-19	F	FOB	FOB
55	55	4117	6	1.00	82436.94	0.04	0.03	O	O	1995-07-21	1995-09-23	1995-07-25	O	RAIL	RAIL
55	55	4137	2	3.00	390447.72	0.08	0.04	O	O	1996-11-04	1996-10-20	1996-11-20	O	FOB	FOB
55	55	4457	2	4.00	612593.64	0.06	0.08	O	O	1996-01-22	1996-01-06	1996-01-27	O	RAIL	RAIL
55	55	4577	3	1.00	87131.16	0.02	0.06	O	O	1998-10-30	1998-09-20	1998-11-05	O	FOB	FOB
55	55	4633	4	3.00	260600.76	0.09	0.06	O	O	1996-04-21	1996-03-30	1996-05-16	O	AIR	AIR
55	55	4639	1	1.00	99099.90	0.02	0.01	F	F	1994-05-18	1994-06-03	1994-05-23	F	RAIL	RAIL
55	55	4705	1	3.00	386963.46	0.03	0.03	F	F	1995-04-20	1995-04-25	1995-05-13	F	TRUCK	TRUCK
55	55	4707	3	2.00	207988.20	0.05	0.02	F	F	1994-12-30	1994-11-22	1995-01-27	F	AIR	AIR
55	55	4807	3	2.00	199551.78	0.09	0.00	F	F	1994-07-02	1994-07-07	1994-07-03	F	AIR	AIR
55	55	4940	5	4.00	592694.46	0.08	0.06	O	O	1995-11-08	1996-01-15	1995-11-26	O	MAIL	MAIL
55	55	5072	6	3.00	422161.20	0.05	0.06	O	O	1998-08-11	1998-07-11	1998-08-14	O	RAIL	RAIL
55	55	5133	1	4.00	558946.80	0.09	0.03	F	F	1992-07-21	1992-08-01	1992-08-15	F	REG AIR	REG AIR
55	55	5198	2	1.00	120224.52	0.09	0.05	O	O	1997-01-27	1997-02-21	1997-02-22	O	REG AIR	REG AIR
55	55	5221	3	2.00	286713.99	0.06	0.08	F	F	1993-05-14	1993-03-05	1993-05-25	F	RAIL	RAIL
55	55	5267	5	3.00	423002.25	0.03	0.06	O	O	1998-06-19	1998-06-25	1998-06-29	O	SHIP	SHIP
55	55	5350	3	5.00	744715.62	0.06	0.08	O	O	1996-09-26	1996-12-19	1996-10-26	O	AIR	AIR
55	55	5391	2	3.00	384855.30	0.01	0.06	F	F	1994-06-03	1994-05-29	1994-06-22	F	TRUCK	TRUCK
55	55	5405	3	5.00	702753.30	0.05	0.08	F	F	1992-07-10	1992-07-06	1992-08-02	F	TRUCK	TRUCK
55	55	5532	2	4.00	426098.88	0.02	0.05	F	F	1993-12-09	1994-01-04	1993-12-28	F	MAIL	MAIL
55	55	5560	1	3.00	276218.10	0.03	0.08	O	O	1996-01-10	1995-12-14	1996-01-18	O	REG AIR	REG AIR
55	55	5766	5	4.00	441645.75	0.08	0.06	O	O	1998-01-29	1998-04-07	1998-02-18	O	RAIL	RAIL
55	55	5952	1	2.00	366083.55	0.05	0.02	F	F	1994-09-30	1994-09-18	1994-10-26	F	REG AIR	REG AIR
55	55	6118	3	1.00	75312.00	0.03	0.07	O	O	1997-02-20	1997-02-12	1997-02-21	O	TRUCK	TRUCK
55	55	6540	2	5.00	421168.23	0.10	0.00	F	F	1993-11-09	1993-12-20	1993-11-24	F	RAIL	RAIL
55	55	6666	3	0.00	19892.88	0.09	0.02	O	O	1995-08-07	1995-10-07	1995-08-23	O	AIR	AIR
55	55	6878	6	4.00	490449.60	0.06	0.05	O	O	1996-12-08	1996-10-22	1997-01-01	O	AIR	AIR
55	55	7089	5	5.00	401462.46	0.07	0.04	F	F	1994-07-31	1994-07-26	1994-08-28	F	REG AIR	REG AIR
55	55	7181	4	1.00	112246.20	0.03	0.03	F	F	1994-10-23	1994-11-08	1994-11-09	F	RAIL	RAIL
55	55	7274	2	0.00	15774.66	0.00	0.00	F	F	1994-12-01	1994-12-12	1994-12-15	F	TRUCK	TRUCK
55	55	7311	2	4.00	413848.44	0.09	0.06	O	O	1996-04-12	1996-02-28	1996-04-20	O	MAIL	MAIL
55	55	7361	3	0.00	16999.20	0.03	0.05	F	F	1994-01-26	1994-03-05	1994-01-28	F	RAIL	RAIL
55	55	7484	3	5.00	792801.72	0.04	0.05	O	O	1998-08-13	1998-07-08	1998-08-29	O	RAIL	RAIL
55	55	7515	4	5.00	594597.96	0.08	0.06	O	O	1997-03-18	1997-01-29	1997-04-13	O	RAIL	RAIL
55	55	7630	1	3.00	316137.69	0.00	0.08	F	F	1994-02-19	1994-03-11	1994-02-20	F	RAIL	RAIL
55	55	7684	4	3.00	261038.25	0.06	0.05	O	O	1995-11-26	1995-12-25	1995-12-21	O	SHIP	SHIP
55	55	7706	1	2.00	190514.07	0.04	0.02	O	O	1996-03-13	1996-02-12	1996-03-22	O	TRUCK	TRUCK
55	55	7721	1	5.00	528854.40	0.01	0.07	F	F	1994-08-17	1994-08-11	1994-09-08	F	TRUCK	TRUCK
55	55	7721	1	3.00	425048.40	0.05	0.08	O	O	1995-10-23	1995-08-27	1995-10-26	O	TRUCK	TRUCK
55	55	7744	4	0.00	59246.64	0.09	0.03	O	O	1995-08-04	1995-10-01	1995-09-03	O	REG AIR	REG AIR
55	55	7758	2	1.00	104347.44	0.08	0.08	O	O	1996-02-01	1996-03-02	1996-02-19	O	SHIP	SHIP
55	55	8126	5	3.00	321597.27	0.05	0.07	O	O	1997-04-19	1997-02-14	1997-05-06	O	REG AIR	REG AIR
55	55	8320	5	5.00	711536.76	0.05	0.06	O	O	1995-08-28	1995-08-20	1995-09-14	O	AIR	AIR
55	55	8433	3	1.00	120764.07	0.06	0.04	O	O	1996-01-19	1995-12-22	1996-01-29	O	MAIL	MAIL
55	55	8571	1	2.00	213106.95	0.02	0.04	F	F	1994-10-31	1994-08-31	1994-11-20	F	AIR	AIR
55	55	8830	2	2.00	354184.38	0.00	0.05	O	O	1995-07-17	1995-06-04	1995-07-19	O	FOB	FOB
55	55	8855	1	3.00	361955.07	0.09	0.04	F	F	1993-10-29	1993-12-19	1993-11-08	F	TRUCK	TRUCK
55	55	9141	1	1.00	78632.64	0.03	0.08	F	F	1994-01-12	1994-02-27	1994-01-14	F	FOB	FOB
55	55	9143	1	0.00	56074.68	0.09	0.04	O	O	1997-04-17	1997-01-31	1997-04-20	O	SHIP	SHIP
55	55	9155	4	4.00	487567.08	0.00	0.01	O	O	1998-04-12	1998-03-20	1998-04-15	O	FOB	FOB
55	55	9201	2	4.00	341043.84	0.08	0.06	F	F	1994-08-24	1994-08-17	1994-08-31	F	REG AIR	REG AIR
55	55	9440	5	4.00	665494.38	0.08	0.01	O	O	1996-02-11	1996-02-24	1996-02-18	O	TRUCK	TRUCK
55	55	9530	5	5.00	570248.37	0.01	0.01	O	O	1996-10-17	1996-11-14	1996-10-26	O	MAIL	MAIL
55	55	9569	1	0.00	26326.62	0.05	0.02	O	O	1998-07-04	1998-06-05	1998-07-21	O	RAIL	RAIL
55	55	9607	1	1.00	122477.40	0.07	0.03	O	O	1996-05-07	1996-03-13	1996-06-03	O	FOB	FOB
55	55	9662	6	3.00	258602.76	0.10	0.02	F	F	1993-10-29	1993-12-18	1993-11-04	F	RAIL	RAIL
55	55	9768	1	5.00	675395.28	0.09	0.00	O	O	1996-02-03	1996-01-21	1996-02-23	O	SHIP	SHIP
55	55	9799	3	5.00	734758.92	0.10	0.07	O	O	1996-01-15	1996-03-27	1996-02-03	O	MAIL	MAIL
55	55	9821	1	5.00	484038.72	0.09	0.06	O	O	1996-11-14	1996-12-15	1996-12-12	O	RAIL	RAIL
55	55	9983	3	1.00	67790.70	0.05	0.03	F	F	1993-12-09	1993-12-25	1993-12-23	F	AIR	AIR
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
55	55	871	1	1.00	157992.12	0.00	0.07	O	O	1998-10-23	1998-09-14	1998-11-06	O	REG AIR	REG AIR
55	55	9821	1	5.00	484038.72	0.09	0.06	O	O	1996-11-14	1996-12-15	1996-12-12	O	RAIL	RAIL
55	55	9143	1	0.00	56074.68	0.09	0.04	O	O	1997-04-17	1997-01-31	1997-04-20	O	SHIP	SHIP
55	55	7721	1	3.00	425048.40	0.05	0.08	O	O	1995-10-23	1995-08-27	1995-10-26	O	TRUCK	TRUCK
55	55	9768	1	5.00	675395.28	0.09	0.00	O	O	1996-02-03	1996-01-21	1996-02-23	O	SHIP	SHIP
55	55	2951	1	3.00	291697.20	0.02	0.00	O	O	1996-02-21	1996-01-03	1996-03-18	O	FOB	FOB
55	55	8855	1	3.00	361955.07	0.09	0.04	F	F	1993-10-29	1993-12-19	1993-11-08	F	TRUCK	TRUCK
